"tropeid","tropename"
"tr00859","Sexy Backless Outfit"
"tr00860","Sleeping Single"
"tr00861","The Loins Sleep Tonight"
"tr00862","Trophy Wife"
"tr00863","A Father to His Men"
"tr00864","AdaptationalExpansion"
"tr00865","AgonizingStomachWound"
"tr00866","All for Nothing"
"tr00867","And I Must Scream"
"tr00868","Anvilicious"
"tr00869","Anyone Can Die"
"tr00870","Armchair Military"
"tr00871","ArtisticLicenseHistory"
"tr00872","Band of Brothers"
"tr00873","Big Eater"
"tr00874","Black Comedy"
"tr00875","Black Market"
"tr00876","Body Horror"
"tr00877","Born Lucky"
"tr00878","Bread, Eggs, Milk, Squick"
"tr00879","Break the Haughty"
"tr00880","Bring My Brown Pants"
"tr00881","But for Me, It Was Tuesday"
"tr00882","Butterfly of Death and Rebirth"
"tr00883","Catch-Phrase"
"tr00884","Cloudcuckoolander"
"tr00885","Combat Pragmatist"
"tr00886","Conditioned to Accept Horror"
"tr00887","Cool Old Guy"
"tr00888","Corpse Land"
"tr00889","Cruel and Unusual Death"
"tr00890","CurbStompBattle"
"tr00891","Dead Man's Trigger Finger"
"tr00892","Death Is Such an Odd Thing"
"tr00893","Despair Event Horizon"
"tr00894","Distracted from Death"
"tr00895","Drill Sergeant Nasty"
"tr00896","DroppedABridgeOnHim"
"tr00897","Dwindling Party"
"tr00898","Eats Babies"
"tr00899","FalselyAdvertisedAccuracy"
"tr00900","Fatal Family Photo"
"tr00901","Field Promotion"
"tr00902","Fire-Forged Friends"
"tr00903","Flashback"
"tr00904","Food Porn"
"tr00905","Foregone Conclusion"
"tr00906","Get a Hold of Yourself, Man!"
"tr00907","Go Ye Heroes, Go and Die"
"tr00908","Grey and Gray Morality"
"tr00909","Home Guard"
"tr00910","Humiliation Conga"
"tr00911","I Will Fight Some More Forever"
"tr00912","If You Die, I Call Your Stuff"
"tr00913","Improvised Weapon"
"tr00914","In Medias Res"
"tr00915","Insane Troll Logic"
"tr00916","Jerkass Has a Point"
"tr00917","Killed Offscreen"
"tr00918","Literary Allusion Title"
"tr00919","Loophole Abuse"
"tr00920","Lowered Recruiting Standards"
"tr00921","Ludicrous Gibs"
"tr00922","Mad Doctor"
"tr00923","MadeForTVMovie"
"tr00924","Mauve Shirt"
"tr00925","Mercy Kill"
"tr00926","Most Writers Are Writers"
"tr00927","Must Make Amends"
"tr00928","NamedAfterSomeoneFamous"
"tr00929","New Meat"
"tr00930","NotSoDifferentRemark"
"tr00931","Obfuscating Insanity"
"tr00932","Old Soldier"
"tr00933","Ominous Fog"
"tr00934","OnlyAFleshWound"
"tr00935","Only Electric Sheep Are Cheap"
"tr00936","PayEvilUntoEvil"
"tr00937","Peaceful in Death"
"tr00938","Personal Effects Reveal"
"tr00939","Phrase-Catcher"
"tr00940","Politically Motivated Teacher"
"tr00941","Posthumous Character"
"tr00942","Pre War Civilian Career"
"tr00943","Present Tense Narrative"
"tr00944","Put on a Bus"
"tr00945","Real Award, Fictional Character"
"tr00946","Redshirt Army"
"tr00947","Revenge by Proxy"
"tr00948","Rousing Speech"
"tr00949","Sad Clown"
"tr00950","Screw the Rules, I Have Connections!"
"tr00951","Sdrawkcab Name"
"tr00952","Serrated Blade of Pain"
"tr00953","Shoot the Shaggy Dog"
"tr00954","ShotAtDawn"
"tr00955","Shovel Strike"
"tr00956","Skewed Priorities"
"tr00957","Small Name, Big Ego"
"tr00958","Soldiers at the Rear"
"tr00959","Survivor Guilt"
"tr00960","Survivorship Bias"
"tr00961","Swarm of Rats"
"tr00962","Taught by Experience"
"tr00963","The Cobbler's Children Have No Shoes"
"tr00964","The Dog Bites Back"
"tr00965","The Napoleon"
"tr00966","The Neidermeyer"
"tr00967","The Scrounger"
"tr00968","These Hands Have Killed"
"tr00969","Through His Stomach"
"tr00970","Too Dumb to Live"
"tr00971","Took a Level in Kindness"
"tr00972","Uncertain Doom"
"tr00973","Unfriendly Fire"
"tr00974","War Is Glorious"
"tr00975","WideEyedIdealist"
"tr00976","Write What You Know"
"tr00977","Younger Than They Look"
"tr00978","Ambiguous Ending"
"tr00979","Defiled Forever"
"tr00980","Does Not Like Men"
"tr00981","Lady Drunk"
"tr00982","Parental Abandonment"
"tr00983","Parental Marriage Veto"
"tr00984","Protagonist Title"
"tr00985","The Drunken Sailor"
"tr00986","Typecasting"
"tr00987","You Can't Fight Fate"
"tr00988","A Taste of Their Own Medicine"
"tr00989","Acid Pool"
"tr00990","Affectionate Parody"
"tr00991","Big Bad Duumvirate"
"tr00992","Blood Knight"
"tr00993","Bond Villain Stupidity"
"tr00994","CharacterTic"
"tr00995","Contemplative Boss"
"tr00996","Dark Mistress"
"tr00997","Death Trap"
"tr00998","Dirty Communists"
"tr00999","Disposing of a Body"
"tr01000","Duel to the Death"
"tr01001","Eldritch Abomination"
"tr01002","Film Felons"
"tr01003","First-Person Peripheral Narrator"
"tr01004","Foe Romance Subtext"
"tr01005","Forged Message"
"tr01006","Fun with Foreign Languages"
"tr01007","Gentleman Adventurer"
"tr01008","High-Class Glass"
"tr01009","Hoist by His Own Petard"
"tr01010","Hollywood Acid"
"tr01011","Iconic Item"
"tr01012","In Harm's Way"
"tr01013","In Which a Trope Is Described"
"tr01014","Killer Gorilla"
"tr01015","Master of Disguise"
"tr01016","Maybe Magic, Maybe Mundane"
"tr01017","McGuffin"
"tr01018","More Deadly Than the Male"
"tr01019","NoMrBondIExpectYouToDine"
"tr01020","Not My Driver"
"tr01021","Oh, Crap!"
"tr01022","Poisoned Weapons"
"tr01023","Purely Aesthetic Glasses"
"tr01024","Sanity Slippage"
"tr01025","Snark-to-Snark Combat"
"tr01026","SpottingTheThread"
"tr01027","StatingTheSimpleSolution"
"tr01028","Subverted"
"tr01029","T-Word Euphemism"
"tr01030","The60s"
"tr01031","The Jailer"
"tr01032","Upper-Class Twit"
"tr01033","Villain: Exit, Stage Left!"
"tr01034","Villains Want Mercy"
"tr01035","We Will Meet Again"
"tr01036","Why Did It Have to Be Snakes?"
"tr01037","Writing Indentation Clue"
"tr01038","Adaptation Expansion"
"tr01039","Country Mouse"
"tr01040","Deconstruction"
"tr01041","Exiled to the Couch"
"tr01042","LegFocus"
"tr01043","ReCut"
"tr01044","Show Some Leg"
"tr01045","The Simple Life Is Simple"
"tr01046","Batman Gambit"
"tr01047","Call-Forward"
"tr01048","Government Procedural"
"tr01049","Mononymous Biopic Title"
"tr01050","Spy Fiction"
"tr01051","The Matchmaker"
"tr01052","The Mole"
"tr01053","The Remake"
"tr01054","Victoria's Secret Compartment"
"tr01055","Alternate Universe"
"tr01056","Death Glare"
"tr01057","Distracted by the Sexy"
"tr01058","Fair for Its Day"
"tr01059","Fixing the Game"
"tr01060","I'm a Man; I Can't Help It"
"tr01061","Lohengrin and Mendelssohn"
"tr01062","Monochrome Casting"
"tr01063","Ms. Fanservice"
"tr01064","Pietà Plagiarism"
"tr01065","Source Music"
"tr01066","Starbucks Skin Scale"
"tr01067","The Atoner"
"tr01068","Uncle Tomfoolery"
"tr01069","Working on the Chain Gang"
"tr01070","Better to Die than Be Killed"
"tr01071","Chekhov's Gunman"
"tr01072","Cold Equation"
"tr01073","Defiant to the End"
"tr01074","Died in Your Arms Tonight"
"tr01075","Emergency Cargo Dump"
"tr01076","Face Death with Dignity"
"tr01077","Get Out!"
"tr01078","Hitler Cam"
"tr01079","Mildly Military"
"tr01080","Not Even Bothering with the Accent"
"tr01081","Really Gets Around"
"tr01082","Slip into Something More Comfortable"
"tr01083","Taking You with Me"
"tr01084","The Casanova"
"tr01085","Trope Namers"
"tr01086","Accidental Misnaming"
"tr01087","Anywhere but Their Lips"
"tr01088","Be Yourself"
"tr01089","Big Brother Instinct"
"tr01090","Big Fancy House"
"tr01091","Dance of Romance"
"tr01092","Did I Mention It's Christmas?"
"tr01093","DisposableFiancee"
"tr01094","Drowning My Sorrows"
"tr01095","Dysfunctional Family"
"tr01096","Everyone Can See It"
"tr01097","Evil Brit"
"tr01098","Fish out of Water"
"tr01099","Freudian Trio"
"tr01100","Gilligan Cut"
"tr01101","GoshDarnItToHeck"
"tr01102","Inconvenient Attraction"
"tr01103","Insult Backfire"
"tr01104","Jacob and Esau"
"tr01105","Last Minute Hookup"
"tr01106","Love Confessor"
"tr01107","Love Epiphany"
"tr01108","Matchmaker Crush"
"tr01109","Maybe Ever After"
"tr01110","Meaningful Echo"
"tr01111","Missing Mom"
"tr01112","New Year Has Come"
"tr01113","Oblivious to Love"
"tr01114","PerilousMarriageProposal"
"tr01115","Rich Bitch"
"tr01116","Rich Boredom"
"tr01117","Romantic Comedy"
"tr01118","Romantic False Lead"
"tr01119","Screwball Comedy"
"tr01120","Self-Made Man"
"tr01121","Referenced By / 
William Shakespeare"
"tr01122","Sibling Triangle"
"tr01123","Stepford Smiler"
"tr01124","Talk About the Weather"
"tr01125","The Confidant"
"tr01126","ThisIsGoingToSuck"
"tr01127","TomboyAndGirlyGirl"
"tr01128","True Companions"
"tr01129","You Are Better Than You Think You Are"
"tr01130","Youngest Child Wins"
"tr01131","Acrofatic"
"tr01132","Biopic"
"tr01133","Busby Berkeley Number"
"tr01134","Closet Shuffle"
"tr01135","Coconut Meets Cranium"
"tr01136","Cranial Eruption"
"tr01137","Everything Is an Instrument"
"tr01138","Grand Finale"
"tr01139","Great White Hunter"
"tr01140","Incredible Shrinking Man"
"tr01141","Ink-Suit Actor"
"tr01142","Mundane Made Awesome"
"tr01143","Music Soothes the Savage Beast"
"tr01144","No Plot? No Problem!"
"tr01145","Not Really Married Plot"
"tr01146","Obvious Stunt Double"
"tr01147","Orange/Blue Contrast"
"tr01148","Reprise Medley"
"tr01149","Storybook Opening"
"tr01150","The Man in the Moon"
"tr01151","Variety Show"
"tr01152","Bluff the Impostor"
"tr01153","Breakaway Pop Hit"
"tr01154","Crowd Song"
"tr01155","LetsPutOnAShow"
"tr01156","Loves Me Not"
"tr01157","Operation: Jealousy"
"tr01158","Something Else Also Rises"
"tr01159","Will They or Won't They?"
"tr01160","Affably Evil"
"tr01161","Day Hurts Dark-Adjusted Eyes"
"tr01162","Decoy Protagonist"
"tr01163","Even Bad Men Love Their Mamas"
"tr01164","Getting Crap Past the Radar"
"tr01165","Go Mad from the Isolation"
"tr01166","Great Escape"
"tr01167","Had to Come to Prison to Be a Crook"
"tr01168","Hostage Situation"
"tr01169","Officer O'Hara"
"tr01170","Prison"
"tr01171","Punishment Box"
"tr01172","Seven Minute Lull"
"tr01173","So Much for Stealth"
"tr01174","SubGenre"
"tr01175","The Stool Pigeon"
"tr01176","TheThirties"
"tr01177","Welcome Episode"
"tr01178","Aside Glance"
"tr01179","Auction"
"tr01180","Bad Boss"
"tr01181","Bumbling Sidekick"
"tr01182","Chewbacca Defense"
"tr01183","Early Installment Weirdness"
"tr01184","Executive Meddling"
"tr01185","Forgotten Trope"
"tr01186","Gentleman Thief"
"tr01187","Groin Attack"
"tr01188","GuiltyUntilSomeoneElseIsGuilty"
"tr01189","Hurricane of Puns"
"tr01190","Impossible Theft"
"tr01191","MakesJustAsMuchSenseInContext"
"tr01192","Movie Bonus Song"
"tr01193","Non Sequitur"
"tr01194","Offscreen Teleportation"
"tr01195","Pun"
"tr01196","Pyrrhic Victory"
"tr01197","Reality Has No Soundtrack"
"tr01198","Ripped from the Headlines"
"tr01199","Scooby-Dooby Doors"
"tr01200","Shady Real Estate Agent"
"tr01201","Stealing from the Hotel"
"tr01202","Stock Foreign Name"
"tr01203","Unintentional Period Piece"
"tr01204","Wanted! Poster"
"tr01205","Wimp Fight"
"tr01206","Chick Flick"
"tr01207","Ethical Slut"
"tr01208","Raging Stiffie"
"tr01209","Sexy Discretion Shot"
"tr01210","Sleeps with Everyone but You"
"tr01211","Deleted Scene"
"tr01212","Instant Mystery, Just Delete Scene"
"tr01213","Likes Older Women"
"tr01214","Neck Lift"
"tr01215","Stalker with a Crush"
"tr01216","AlphaCouple"
"tr01217","At the Opera Tonight"
"tr01218","Bathtub Scene"
"tr01219","Bilingual Bonus"
"tr01220","Dark Reprise"
"tr01221","Everything Sounds Sexier in French"
"tr01222","Fairytale Wedding Dress"
"tr01223","Foreign-Language Tirade"
"tr01224","Gay Paree"
"tr01225","Gratuitous French"
"tr01226","Happy Marriage Charade"
"tr01227","Henpecked Husband"
"tr01228","Housewife"
"tr01229","Portent of Doom"
"tr01230","Adaptational Jerkass"
"tr01231","Adaptational Nice Guy"
"tr01232","Added Alliterative Appeal"
"tr01233","Anti-Hero"
"tr01234","Ascended Extra"
"tr01235","Canon Foreigner"
"tr01236","Creator Thumbprint"
"tr01237","Depraved Dwarf"
"tr01238","Dogged Nice Guy"
"tr01239","Film Posters"
"tr01240","Harmless Lady Disguise"
"tr01241","Hollywood Law"
"tr01242","Love Redeems"
"tr01243","Single Woman Seeks Good Man"
"tr01244","Sole Survivor"
"tr01245","Spanner in the Works"
"tr01246","Speech Bubbles"
"tr01247","The Cast Showoff"
"tr01248","Verbal Tic"
"tr01249","Villainous Crush"
"tr01250","Wig, Dress, Accent"
"tr01251","All Girls Want Bad Boys"
"tr01252","Colour-Coded for Your Convenience"
"tr01253","Oscar Bait"
"tr01254","Vehicle Vanish"
"tr01255","Bookends"
"tr01256","Casting Gag"
"tr01257","Defeat Means Friendship"
"tr01258","Determinator"
"tr01259","Genius Bruiser"
"tr01260","GratuitousLatin"
"tr01261","Happiness in Slavery"
"tr01262","Introdump"
"tr01263","It Will Never Catch On"
"tr01264","It's All About Me"
"tr01265","Let Me Tell You a Story"
"tr01266","MirroringFactions"
"tr01267","Slavery Is a Special Kind of Evil"
"tr01268","Very Loosely Based on a True Story"
"tr01269","Actually, I Am Him"
"tr01270","Always Murder"
"tr01271","Ambiguous Syntax"
"tr01272","Aside Comment"
"tr01273","Bad Liar"
"tr01274","Begone Bribe"
"tr01275","Bootstrapped Theme"
"tr01276","Breathless Non Sequitur"
"tr01277","Cartoon Bug-Sprayer"
"tr01278","Comically Missing the Point"
"tr01279","Composite Character"
"tr01280","Dance Sensation"
"tr01281","Distinguishing Mark"
"tr01282","Does Not Like Spam"
"tr01283","Double Entendre"
"tr01284","Fake Shemp"
"tr01285","Fauxreigner"
"tr01286","Filth"
"tr01287","GrammarCorrectionGag"
"tr01288","Hand Wave"
"tr01289","Hey, That's My Line!"
"tr01290","HurtFootHop"
"tr01291","I Am Song"
"tr01292","I Am Spartacus"
"tr01293","Incessant Chorus"
"tr01294","InconsistentSpelling"
"tr01295","Inherently Funny Words"
"tr01296","Knockout Gas"
"tr01297","Know-Nothing Know-It-All"
"tr01298","Laughing at Your Own Jokes"
"tr01299","Marry Them All"
"tr01300","Misplaced Wildlife"
"tr01301","Mocking Sing-Song"
"tr01302","MondegreenGag"
"tr01303","Mysterious Middle Initial"
"tr01304","Odd Name Out"
"tr01305","Overly Long Gag"
"tr01306","Polyamory"
"tr01307","Rage Quit"
"tr01308","Rapid-Fire Comedy"
"tr01309","ReplacedWithReplica"
"tr01310","Rule of Funny"
"tr01311","Saw a Woman in Half"
"tr01312","Shake Someone, Objects Fall"
"tr01313","Surreal Humor"
"tr01314","The Killer Was Left-Handed"
"tr01315","The Law Firm of Pun, Pun, and Wordplay"
"tr01316","The Pirates Who Don't Do Anything"
"tr01317","ThermalDissident"
"tr01318","Too Important to Walk"
"tr01319","Visual Pun"
"tr01320","Actor Allusion"
"tr01321","All Asians Know Martial Arts"
"tr01322","Alliterative Name"
"tr01323","Animated Adaptation"
"tr01324","Averted"
"tr01325","Captain Ersatz"
"tr01326","Cash Cow Franchise"
"tr01327","Character Celebrity Endorsement"
"tr01328","Chase Scene"
"tr01329","ComicBook"
"tr01330","Comic-Book Adaptation"
"tr01331","ComicStrip"
"tr01332","Cool Old Lady"
"tr01333","Crossover"
"tr01334","Divorce in Reno"
"tr01335","Dolled-Up Installment"
"tr01336","Ethnic Scrappy"
"tr01337","Everybody Smokes"
"tr01338","FilmOfTheBook"
"tr01339","Flanderization"
"tr01340","Foreign-Looking Font"
"tr01341","Franchise Zombie"
"tr01342","Good Hair, Evil Hair"
"tr01343","Good Old Ways"
"tr01344","Good Parents"
"tr01345","Grande Dame"
"tr01346","Hurricane of Aphorisms"
"tr01347","Immediate Sequel"
"tr01348","Invisible Writing"
"tr01349","Jurisdiction Friction"
"tr01350","Lampshaded"
"tr01351","Lawyer-Friendly Cameo"
"tr01352","MacGuffin"
"tr01353","Magician Detective"
"tr01354","Massive Numbered Siblings"
"tr01355","Method Acting"
"tr01356","MexicansLoveSpeedyGonzales"
"tr01357","Nephewism"
"tr01358","Nepotism"
"tr01359","No Swastikas"
"tr01360","Noble Bigot"
"tr01361","Noble Bigot with a Badge"
"tr01362","Obfuscating Stupidity"
"tr01363","Orgy of Evidence"
"tr01364","Pixellation"
"tr01365","Police are Useless"
"tr01366","Private Detective"
"tr01367","Product Placement"
"tr01368","Proverbial Wisdom"
"tr01369","Reality Has No Subtitles"
"tr01370","Recursive Canon"
"tr01371","Screw This, I'm Outta Here!"
"tr01372","SignatureHeadgear"
"tr01373","Spooky Séance"
"tr01374","Start to Corpse"
"tr01375","The Exotic Detective"
"tr01376","The Generation Gap"
"tr01377","TheLestrade"
"tr01378","The Shelf of Movie Languishment"
"tr01379","The Teetotaler"
"tr01380","The Watson"
"tr01381","Transforming Mecha"
"tr01382","Antagonist in Mourning"
"tr01383","Black Dude Dies First"
"tr01384","Centipede's Dilemma"
"tr01385","Character Development"
"tr01386","Determined Homesteader"
"tr01387","Epic Movie"
"tr01388","Miss Kitty"
"tr01389","Moral Guardians"
"tr01390","Pimped-Out Dress"
"tr01391","Protagonist-Centered Morality"
"tr01392","Settling the Frontier"
"tr01393","The Bully"
"tr01394","The Trope Kid"
"tr01395","Bedmate Reveal"
"tr01396","Beware the Nice Ones"
"tr01397","Blind Mistake"
"tr01398","Congruent Memory"
"tr01399","Cross Counter"
"tr01400","Dramatic Curtain Toss"
"tr01401","EndsWithASmile"
"tr01402","Good Old Fisticuffs"
"tr01403","Have I Mentioned I Am Heterosexual Today?"
"tr01404","HeterosexualLifePartner"
"tr01405","Ho Yay"
"tr01406","I Kiss Your Hand"
"tr01407","iSophagus"
"tr01408","In Vino Veritas"
"tr01409","Innocent Flower Girl"
"tr01410","Internal Reveal"
"tr01411","Mock Millionaire"
"tr01412","No Ending"
"tr01413","Rescue Reversal"
"tr01414","Sentimental Drunk"
"tr01415","SightGag"
"tr01416","Speaking Simlish"
"tr01417","Tearful Smile"
"tr01418","Temporary Blindness"
"tr01419","Throwing the Fight"
"tr01420","Weighted Gloves"
"tr01421","Wire Fu"
"tr01422","Wrong Side of the Tracks"
"tr01423","You Just Ruined the Shot"
"tr01424","Adaptation Relationship Overhaul"
"tr01425","AdaptationSequence"
"tr01426","Adaptational Angst Upgrade"
"tr01427","Adaptational Attractiveness"
"tr01428","Adaptational Context Change"
"tr01429","Adaptational Wimp"
"tr01430","Agent Scully"
"tr01431","Animal Motifs"
"tr01432","Answer Cut"
"tr01433","Antagonist Title"
"tr01434","Anti-Climax"
"tr01435","Badass Cape"
"tr01436","Barefoot Captives"
"tr01437","Being Evil Sucks"
"tr01438","Blood Lust"
"tr01439","Bowdlerize"
"tr01440","Bridal Carry"
"tr01441","Charm Person"
"tr01442","Chewing the Scenery"
"tr01443","Classical Movie Vampire"
"tr01444","Cobweb Jungle"
"tr01445","Cobweb of Disuse"
"tr01446","Cold Ham"
"tr01447","Creator Cameo"
"tr01448","Creepy Basement"
"tr01449","Dark Is Evil"
"tr01450","Decomposite Character"
"tr01451","Dies Differently in Adaptation"
"tr01452","Does This Remind You of Anything?"
"tr01453","Dracula"
"tr01454","Evil Is Hammy"
"tr01455","Evil Sounds Deep"
"tr01456","Evil Wears Black"
"tr01457","Fate Worse than Death"
"tr01458","Faux Affably Evil"
"tr01459","Generic Doomsday Villain"
"tr01460","Haunted Castle"
"tr01461","Herr Doktor"
"tr01462","High Collar of Doom"
"tr01463","Horror Doesn't Settle for Simple Tuesday"
"tr01464","Hotter and Sexier"
"tr01465","Humanoid Abomination"
"tr01466","Hypnotic Eyes"
"tr01467","Immune to Mind Control"
"tr01468","Intelligible Unintelligible"
"tr01469","It May Help You on Your Quest"
"tr01470","Laughing Mad"
"tr01471","Love Interests"
"tr01472","Man of Wealth and Taste"
"tr01473","Melodrama"
"tr01474","Melodramatic Pause"
"tr01475","Missing Episode"
"tr01476","Missing Reflection"
"tr01477","Must Be Invited"
"tr01478","Mystical High Collar"
"tr01479","Ominous Opera Cape"
"tr01480","Our Vampires Are Different"
"tr01481","Pragmatic Adaptation"
"tr01482","Public Domain Soundtrack"
"tr01483","Re-Release Soundtrack"
"tr01484","Related in the Adaptation"
"tr01485","Scream Discretion Shot"
"tr01486","Secondary Adaptation"
"tr01487","Setting Update"
"tr01488","Shot-for-Shot Remake"
"tr01489","Slipping a Mickey"
"tr01490","Soft-Spoken Sadist"
"tr01491","Sound-Only Death"
"tr01492","TheMasquerade"
"tr01493","The Power of Blood"
"tr01494","The Renfield"
"tr01495","The Sociopath"
"tr01496","Token Evil Teammate"
"tr01497","Tragic Villain"
"tr01498","Truer to the Text"
"tr01499","Überwald"
"tr01500","Undeath Always Ends"
"tr01501","Vampire Vords"
"tr01502","Vampires Are Rich"
